ZNF583	STAT2	-0.536118154648901	0.536118154648901
ZNF506	STAT6	-0.578440920428478	0.578440920428478
ZNF608	STAT6	-0.554282358257955	0.554282358257955
ZNF605	SUZ12	-0.534205440100223	0.534205440100223
ZNF639	SUZ12	-0.628303322802725	0.628303322802725
TFCP2	TFAP4	-0.568789199810127	0.568789199810127
ZNF583	TFAP4	-0.515269636416155	0.515269636416155
THAP10	TFCP2	-0.613353025945967	0.613353025945967
ZNF322A	TFCP2	-0.782808344194154	0.782808344194154
ZNF449	THAP10	-0.717933665873256	0.717933665873256
ZNF506	THAP10	-0.641094229935265	0.641094229935265
ZNF583	THAP10	-0.663768400626122	0.663768400626122
ZNF828	THAP10	-0.582612091284604	0.582612091284604
ZBTB26	TIGD7	-0.785286371331392	0.785286371331392
ZNF667	TIGD7	-0.532273077986908	0.532273077986908
ZNF264	UNKL	-0.504968498505401	0.504968498505401
ZNF562	ZBTB26	-0.77057326417022	0.77057326417022
ZNF264	ZFR2	-0.655328860955619	0.655328860955619
ZNF394	ZFR2	-0.505686157561995	0.505686157561995
ZNF512B	ZNF280B	-0.603282073740918	0.603282073740918
ZNF449	ZNF322A	-0.613902470261224	0.613902470261224
ZNF583	ZNF322A	-0.707745488000848	0.707745488000848
ZNF583	ZNF385B	-0.523032041924786	0.523032041924786
ZNF608	ZNF385B	-0.60174299097067	0.60174299097067
ZNF738	ZNF511	-0.511560274748348	0.511560274748348
