probeset,human1,human2,human3,human4,chimp1,chimp2,chimp3,chimp4
1552271_at,5.1533204895231,5.07673250459253,5.08638902726461,5.19406032235411,5.29909666715036,5.21262295501224,5.33080667867776,5.29509307687191
1552272_a_at,2.91744993479146,3.10331629922534,3.59751435742382,2.97609613507183,2.93377282204566,2.87894922072506,3.19155692877812,2.6719427513255
1552274_at,5.51630112558924,4.9061988169001,5.19786197007748,4.96576616306061,3.55203352760641,3.22763209307298,3.46760735453114,3.38339837466168
1552275_s_at,6.63147760132747,6.41476414374545,6.28255975699328,6.91194034751158,6.36726527002581,6.58766141149159,6.35771444103236,7.07631497268972
1552276_a_at,4.12467340058729,4.12465970972484,4.05505589581969,3.85414059146989,4.2151231425751,4.46312748060093,4.29005075307216,4.44721936436642
1552277_a_at,5.61124811324298,5.88246841828136,5.936589691763,5.53388728711967,6.67125241412509,6.48061768864868,6.31843599723728,6.02267440051917
1552278_a_at,2.8665065717277,3.06361843831411,3.36873542132928,2.76799591461927,2.94238514517518,2.6572239210726,2.93837091636382,2.29013581460939
1552279_a_at,4.2265483770544,4.19609389967402,4.29363892491912,3.95462948337534,3.84564072841251,4.04702837877829,4.45896274171494,3.88149964534961
1552280_at,4.47487315237362,5.37652123278993,5.42246272731409,4.39822234059638,5.54706401072704,5.99230308920453,6.13215375052108,6.01667595775518
1552281_at,5.01417581601607,5.84895512080312,5.85464689006941,5.09208906563067,6.14258285692389,6.4503899775449,6.59985165332399,6.02491531038195
1552283_s_at,4.30024835568388,4.12147936988941,3.26384103529898,4.2022652829539,4.07039303325979,4.46583238340411,4.82621619591344,4.3677804908181
1552286_at,5.07768966611145,4.70534962354877,4.44001820219332,5.14539316739949,5.65042477244189,5.65027243518991,5.48595624106499,5.43339879489213
1552287_s_at,6.26618671285017,5.93864170781051,6.22215250813552,5.58110616814455,6.82730967177272,5.48305709352692,6.12164482355839,5.88367213944229
1552288_at,5.51368288007145,5.79832092021422,5.06282900526465,5.9865966783177,4.04256268890421,3.91859522960378,3.58292880989326,3.50527749540665
1552289_a_at,7.6553258265676,7.43043755007628,7.67321359103198,6.9363113061742,8.97635762737105,8.56317590490477,8.24031326692656,8.63993787883062
1552291_at,5.55302274200027,5.61768184571697,5.23211590129964,5.88720445164319,7.19661186069547,6.99996467664741,6.32943458224617,6.11479572745572
1552293_at,4.70415038081148,4.83455270626211,4.73955759834147,4.6781057601526,4.54321288655321,4.65277616920894,4.85197733678917,4.24894819435313
1552295_a_at,4.62307161340847,4.51037337748694,5.20707187493439,4.15932431245447,5.96571194150921,5.78746419992876,6.294118346038,5.2132685876568
1552296_at,3.97016252790021,4.00969932631718,4.78765550302526,4.38200711061762,4.61784247805694,4.18946345151184,4.32474718718781,3.27824307107862
1552299_at,2.31454000120265,2.17167612140768,2.08918311486492,2.38248783654439,3.50386741477048,3.43597410193954,3.30564254433526,2.81396019237112
1552301_a_at,3.69774731995912,3.65694413598433,4.03924160428934,3.97701953820301,5.41116412872744,5.67972721606727,5.71523922511702,5.27701923698601
1552302_at,1.97215347855687,2.3471954960779,2.57574510253083,1.94117665584961,2.13642950417832,2.0669645747921,2.20347276799193,2.16673681989657
1552303_a_at,4.94084849675576,5.17979862464031,4.52665117817965,4.89339620557388,5.28439944321583,5.60630857703389,5.18166247123117,5.41995441552451
1552304_at,5.52737907128897,5.80625607314958,5.44047022424314,5.20929029779439,5.61461758552773,6.18899730814902,5.6937057780608,5.46755559919515
1552306_at,3.69613415339949,3.97345127202515,3.58023610666203,4.08932305515842,4.29555716369552,4.56854718304089,4.9729551859324,4.56206581881164
1552307_a_at,4.52893957420507,4.67577714278779,4.81390983876134,5.22388962828007,5.88982151228437,7.34093487603285,7.2412558642705,8.27217367314492
1552309_a_at,6.20442283667438,6.16227033077417,5.94537046601571,6.27033777424377,5.9580030789544,5.28681654536498,5.16213551311092,5.08046883166937
1552310_at,5.43667784030817,5.6545462772369,5.84897514429804,5.66562627774437,5.81686315032994,6.12522404849774,5.75395237864197,6.00162873753857
1552311_a_at,2.19562983035933,2.06143408680567,2.00601539886008,1.89737726790116,1.98940542649113,1.89193746098876,2.17216225675856,2.43367959197584
1552312_a_at,4.58123214500379,4.85687285409574,3.99396336463066,4.49899892965619,5.30435070167323,6.03219767757846,5.76947687487603,5.97240602225989
1552314_a_at,5.66588868797285,5.52674672363533,5.68342978815516,5.65117210556869,5.03909052898496,5.57325761769617,5.30695368007324,5.48270033117644
1552315_at,5.63555421175817,6.01095868608568,5.55665681173265,5.55810315902484,5.87418108804168,6.09703335257379,6.06334404731074,6.2535754286969
1552316_a_at,1.802520292916,2.41636644606445,2.16417210916271,2.0198380939065,2.24034236357833,6.84498539876022,3.58748229124648,2.41372365536038
1552318_at,2.43368381136048,3.18132412654637,2.42194126828814,2.50149145145889,2.13401145308851,7.77522158520364,4.72166134523591,2.9628028998795
1552319_a_at,1.9946506717934,2.20903192657054,2.04005179337432,2.27881884733627,2.33521672242089,2.07439345368444,2.21758506990404,2.0799040713818
1552320_a_at,6.8470804165453,7.13296015263227,7.68661540883211,6.91838925499682,6.9006057297292,6.97527323140548,7.30645481023624,6.96434838983401
1552321_a_at,1.71863681052663,1.72423411667289,2.12725476406051,1.76894342864434,1.81240074027219,1.91620857060819,1.8455706525038,1.79417362347232
1552322_at,3.36491706304668,3.27047157413516,3.34076886847547,3.27637264497544,3.14165282283871,3.35070807793474,3.17869701448969,3.67890802448666
1552323_s_at,3.27270080461098,3.23222031059209,3.61846457534686,3.23941473178253,3.10082857001747,3.12894526709911,3.29530626643211,3.01945409852863
1552325_at,2.03442390459057,3.14375869881518,1.85730654193255,2.22405167414999,2.1452733361401,2.00565711437844,2.15946421573731,1.97862149104894
1552326_a_at,3.596969278083,6.09796607657789,2.62720818135533,4.49220333034759,2.25843359473283,2.28681829610256,2.19324395792613,1.95735463635628
1552327_at,5.30181432645445,7.24510012612145,3.69035651197165,5.83982226080408,3.36302860262139,2.50097147793222,2.50551088111744,2.47462839252419
1552329_at,3.00905963035889,2.52873793399601,2.86658259266454,2.52642899495747,3.15610028180877,3.15411165999314,2.9968058984056,2.94492535041487
1552330_at,2.19416941627282,1.93716079573439,1.84129625597362,2.17594871790948,2.28485372752676,2.26555488251329,2.22361536449748,2.35699099521449
1552332_at,2.07638229842339,1.99581733487213,2.23699046972925,2.12201352013157,1.8536765936173,2.13260702334924,2.8618544071322,1.97717970132261
1552334_at,4.43665551893268,4.20621053941713,4.42371327567308,4.13859547582793,4.3568160106153,4.87223161930989,4.68162252675967,4.8917959352714
1552335_at,4.28555599428079,4.90360175897357,4.86401892423,4.76863494849314,5.67787278722022,7.5622964281225,7.04477305460042,7.47072348448014
1552337_s_at,2.79896426200265,2.75581310372107,2.60332429098327,2.62338233605297,2.54204012571799,2.80780230809545,2.3865369305422,2.31604080643306
1552338_at,2.37248469998693,2.31410627599075,2.23802198796323,2.40723542972454,2.29664447240191,2.30751013362461,2.64179861594008,2.41107113641688
1552340_at,2.8891967851257,2.33751726827599,3.09634284433318,2.90707749137398,3.36194786453903,3.31304144551013,3.21152945158069,3.12869350696124
1552343_s_at,6.73223854409657,6.48828213308279,7.02904474810252,6.24037396475447,6.31954731935585,6.5779683350033,6.56546172780733,7.00121558633607
1552344_s_at,4.53800103450886,4.73382130792578,5.01835957807267,4.81225151890318,6.65258420885487,5.13269631240068,5.0105371852477,5.04115312201635
1552347_at,7.2984788290023,7.05942135453018,7.348068022409,6.85673308623511,6.86616381550057,7.11873308027112,6.65614421299215,6.74669794079594
1552348_at,3.96743795503376,3.67568738396851,3.31826991655534,4.18106009555582,3.62131414539668,3.3916913242233,2.96869296083033,4.14699977062026
1552349_a_at,1.94057738490986,2.03464897276145,2.23697053321881,2.17839534694844,2.0664014875399,2.06176820856379,1.91445059000533,1.94242556232123
1552354_at,2.44485333927943,2.38094196200317,2.40784717551174,2.59057786643056,3.22832288041341,2.660609226871,2.66672688763084,2.55952279898031
1552355_s_at,2.26193476114888,2.38805536486331,2.36969055532261,2.45582241541852,2.42755139802821,2.50952399767166,2.63973066354251,2.41789799278455
1552359_at,2.02871018985986,1.99581733487213,2.15726457082214,2.11301043629348,2.18344843978504,2.58728061968172,2.26288244402804,2.4083359205116
1552360_a_at,1.95370139823299,2.00270799707789,1.95806095485341,2.11106262581932,2.21758506990404,2.00508092994596,2.12513765372157,1.74789397770586
1552362_a_at,4.57764591236815,4.25751528695173,4.46004598498346,4.66089903742636,4.98217621173188,3.49035459429024,4.1540677414599,3.95410114453913
1552364_s_at,6.16780542718752,6.1922633547725,5.38140334446738,5.82526677918497,6.55587034553019,6.80024245916944,6.86168747407192,6.89920561609059
1552365_at,6.45418515338299,6.86878386904751,7.3252772625537,6.33103853612763,7.71298035989775,8.47888631335724,7.23375723635449,6.96340685624786
1552367_a_at,2.72675884919033,2.95546633637243,2.76582791644756,2.75792697429359,3.03751410899412,2.58602362458871,3.60492741593924,3.40624238478993
1552368_at,2.09664880587416,1.83837169676836,2.42497408878217,2.18352584030653,1.75373829688984,2.01674546292214,2.2708135166284,1.84641932887928
1552370_at,4.04666997794797,4.54868186360721,3.94969184237658,4.26939507725825,4.44025301879841,4.75576598149336,4.44378427074884,4.47423969257234
1552372_at,2.2654843762135,2.31968869374555,2.26281761250494,2.19946227411915,2.54455344104282,2.29366935793157,2.55275465543474,2.69063645748478
1552373_s_at,6.5717243644141,6.46923923299412,6.58243686194665,5.73175345322751,7.48576435684083,7.15862366687491,7.26425384844645,7.66518735945563
1552375_at,7.62282954256329,7.51648476639987,7.6962305940043,6.82847325251209,8.56721104281045,8.47454669982452,8.47395147870852,8.52332950825839
1552377_s_at,2.0064254368807,2.00952563082821,2.2282783864577,2.20920362958677,2.21350666150272,2.15574000684675,2.1320489552521,2.25075928543845
1552378_s_at,2.85719522425624,3.12128753474712,2.9732802631771,3.54738809833654,3.71810727891657,3.63074636118324,3.46312028990824,3.7319176823077
1552379_at,8.26464925978728,8.08613073242043,8.19166068210955,7.99812723219358,5.512873127153,8.21862514746436,8.08346265872392,8.48094306582826
1552381_at,3.3334144745596,3.35061840487372,3.3334144745596,3.41703356103597,3.31621054424548,3.42473408416888,3.14482837127654,3.41322759593254
1552383_at,2.64298101710329,2.45838186224401,2.65921136837909,2.44151262257523,5.34762478976408,2.92716176616893,3.7989905576204,2.76528938742955
1552384_a_at,2.66098394569349,2.58489274856519,2.71893066837738,2.55308536566499,2.79574553696268,3.20132701758924,3.1785383382418,3.27247674316149
1552386_at,5.44379799857829,6.10764893285918,6.03610471439373,6.15767190310625,4.25248466314313,4.26995711878817,4.13460738562563,3.87297354717142
1552388_at,2.77768701910097,2.46776120181639,2.24483946549872,2.6945377313787,2.95241860717801,2.84225686080355,3.80857085566879,2.68076807456873
1552389_at,2.30039633358804,2.30294140105656,2.52445637016382,2.23533322419297,2.4569727420963,2.37013037170607,2.60488901851546,2.74862427132463
1552390_a_at,2.04189763376483,2.01841234445139,1.69666092193999,1.81844473309175,1.92674131732352,2.19748881395436,2.06528508444463,3.44426965109783
1552391_at,3.65133258493457,3.78057099572525,3.71335808143362,3.72265935136928,3.66932670003495,3.57374185967196,3.70050353435018,3.5597812704644
1552393_at,5.88075167733125,2.43655834602804,2.86571509993807,3.50183871807588,2.85713854273719,2.53683149581847,2.67140160317217,2.94223246261479
1552394_a_at,2.45502569541778,2.6051190431462,2.85374144897091,2.67705011838351,2.61830618199504,2.90992677819071,3.19155692877812,3.57524787140368
1552395_at,5.12049124622095,4.89870400726116,5.16923278718856,5.09511037998177,5.74081675511188,5.44640966687055,5.8038793520153,5.52912444230523
1552396_at,4.30495930077462,3.46898772317319,4.26017069473635,3.43254361925954,4.64300879655786,3.76886961729775,4.93643634662751,4.91660429617778
1552398_a_at,2.99020138931284,3.26909484348045,3.0628696530554,3.00393980976765,3.0218171012324,3.31433326073764,3.21809112438175,3.19094818720648
1552399_a_at,3.81570482475272,3.48436303302702,3.92082056115228,3.44631683174613,3.53696224676224,3.31433326073764,3.18616047444027,2.91654690700914
1552400_a_at,2.27680807507802,3.59778397862002,2.53502413911559,2.6285305334281,2.50149145145889,2.50149145145889,2.2050453372894,2.30104870868077
1552401_a_at,2.64819174754097,3.14290396999395,2.61322445880092,2.66767934515413,3.04341110697446,2.70432887592744,2.6560640771068,2.58931905832624
1552402_at,2.44042572460268,2.46103368832039,2.48905678590977,2.52092941672228,3.73192654382185,2.45152046158296,2.67161300548555,2.505183735045
1552405_at,4.65360484264992,4.70470458274954,4.73201124555906,4.71894296956484,4.96181533137211,4.88266583790251,4.9104430386379,4.58944429600251
1552408_at,4.37721684318146,4.45086897615788,4.34251335928409,4.36681925421224,3.45634105088318,4.33332347958582,4.15753680910319,4.47444733062584
1552409_a_at,2.95069512141217,2.64524743126075,3.24170842997663,3.13824779679348,2.78333317292625,3.41855537931623,3.73173734677272,3.82438179572458
1552410_at,2.54006098077663,2.64971415771948,2.79617842869577,2.56138929856588,2.31308242262453,3.05501745123633,2.8347114540263,2.94068517959544
1552411_at,2.92110534711823,3.13353455684056,2.30378401733982,2.82280945233044,5.2968700783724,2.45035428465716,2.00551520959328,2.03315943488466
1552412_a_at,3.38647616385487,3.48378087695674,3.42415663856896,3.64273070560759,3.96719825590797,4.12158478369797,3.57614811266103,3.89268965801085
1552414_at,7.01816529828526,6.7498573171963,6.92346348417944,7.0795685049774,5.93258509610856,6.86582931040082,6.31926836549357,5.13944560644406
1552415_a_at,4.68330778465129,4.4163391830476,4.48544795471765,4.43960962039284,4.53703744388562,4.77939655449616,4.59812322229345,4.66658825597172
1552417_a_at,2.09981549222452,2.20923960848443,2.14491680616148,2.01467167488685,2.12669610779814,2.38528237267974,2.21758506990404,2.6368009306843
1552418_at,3.31036045865648,3.61050930500335,3.2423117752564,3.71940899684553,2.84447196295022,2.99146601780528,3.03242361227271,2.8875973057568
1552419_s_at,4.39244515199742,4.32394542440779,4.55515517195567,4.45409888980839,4.42015408019081,4.59078661370781,4.66652235258972,4.48553681140589
1552421_a_at,8.15637850291425,8.70690177152934,8.21515730357124,7.9916796441018,8.66946469123129,7.98604101114813,8.45215677625273,8.6082294227533
1552422_at,7.02936455364397,7.22874368104982,7.17346036024824,6.87611843754202,7.55232611258992,7.09232223518347,7.2582700924699,7.31886993351273
1552423_at,8.90013092039147,8.77253868952,8.08267157451853,8.26145563377538,8.11833820044392,8.5081592693832,8.41575875269716,8.33741954258013
1552424_at,9.08965309631873,8.98936389993836,8.31965796959815,8.46420353143088,7.98520887130521,8.4410682694676,8.34874730734916,8.45434383185747
1552425_a_at,8.16781512446798,7.9349226648408,7.83327347929008,8.264361561617,7.87434037746725,8.38680640528582,8.04316787418165,7.983781549392
1552426_a_at,7.5950993562226,7.67684965166964,7.49796740411143,7.36246644422678,8.16667868495498,8.0293314172615,7.67198991105742,7.61787041275509
1552427_at,7.08005321930804,7.09574029622828,6.94074282582072,6.97335726779183,7.64855120290017,6.60749223034187,6.97039639371442,7.235705257312
1552430_at,7.24825264480289,7.08046605017812,7.2674731877712,7.41391190229498,6.9856514463282,6.86629662780784,7.28510392431946,7.83091293108059
1552432_at,5.85662115403558,5.07137168421504,5.50326379462682,5.88619628894421,5.18831722250768,5.20322185325519,5.9201564971725,5.95443338501818
1552436_a_at,7.09199412500212,7.36736230246549,6.95861267562374,6.63440205138749,6.23700305423447,7.02067787655754,6.95861267562374,6.85802283206883
1552438_a_at,7.88537937283809,7.80796166044491,7.67417808052379,8.03785506202914,8.62171024958797,8.07360663442422,8.08361995735767,8.43090835512574
1552439_s_at,4.70415591818016,4.31982346139013,4.80429645498667,4.07235924091414,4.84766570174556,6.33088367088532,4.4953282069093,4.85334872419724
1552440_at,4.26017069473635,4.88886065179101,4.76223777333361,4.58454114073078,5.2066641390803,3.24097602862508,4.5538000804598,2.94005227187937
1552445_a_at,7.7281178828599,7.97292593870597,7.9385900796415,7.80612308138566,7.34838382761632,7.3398208611867,7.66787244966373,7.33197943266945
1552448_a_at,3.94087538322991,4.16757080803298,3.97395318592354,5.20281253989099,3.74363178655758,3.0756270694796,3.92001097718153,3.3482798398147
1552449_a_at,6.02289718653749,6.07595709703849,6.00976153518621,6.06366923829446,6.49791997863428,6.1182097843576,5.91982745168255,6.00247665439289
1552450_a_at,6.64782595165601,6.72073129646312,6.14596598232494,6.6847046699706,6.91847565366551,6.52700748338476,6.81645964725392,6.8299821452218
1552452_at,4.18700275731313,4.36513309255138,4.26036140287669,4.10403257088333,5.22388962828007,4.53516378774516,5.67760619477624,3.55633120920701
1552453_a_at,7.59881021365143,7.30044457967841,7.0465515246123,7.72476690968359,7.19293278433101,6.87248284302455,6.75775954439985,6.46893573879474
1552455_at,5.86184162775117,5.55030007304758,4.84946738776771,4.83044127865157,4.17584522751399,4.40571462556314,4.23545385996873,4.52695383789551
1552456_a_at,6.10660553597756,6.58016048388778,6.53912014301795,6.4906170842952,5.94566033588586,5.82493503717901,6.13155980330484,5.93918224738583
1552457_a_at,4.30290736799824,3.70483817724073,4.46775497086695,4.30804780273391,6.06909175573244,3.94227973046451,4.37060582510703,4.26395679909415
1552458_at,6.23834485286651,5.84848000989463,5.50587700708343,5.76365480126363,6.40662126800757,6.6482053574677,6.65728625920311,6.5064372131471
1552459_a_at,6.37636068496975,6.44995895912686,6.13160527458487,6.17733917806896,6.65463360779613,6.61360520123001,7.02429928861195,6.35420161239143
1552461_at,4.00309462286854,3.97081852925526,3.9866103766291,3.90560315430991,4.50487508858635,3.86470417550779,4.25419871270776,4.70689255569965
1552463_at,7.2453793498162,7.15079297362048,7.257600242764,7.28447445580164,8.8799564827446,9.41010862361332,9.0968645516505,9.02454433291746
1552466_x_at,2.86785390179692,2.57645782746732,2.88719759752972,2.62549124829675,6.03874415100585,4.18700275731313,3.56264057722828,3.64354763529393
1552467_at,7.50357472312669,7.49532219535162,7.52727665679938,7.48516629004079,8.05376875606018,7.68712485984227,7.54349003597382,6.9511075494806
1552468_a_at,4.30810751616712,4.98570936359824,4.4898095735829,5.27296092023543,3.34855480156447,3.91661834156138,3.64371849974602,3.2631225761286
1552470_a_at,4.67128270775984,4.70837771883748,4.17556581178036,4.61917224094457,4.09618046448372,4.05061441307918,4.12850788422928,4.47436939615218
1552472_a_at,5.81690342008609,6.0767614396008,5.68027877507826,5.80860196589783,5.38866418495103,5.67893102576387,5.96280976735319,5.88164499533047
1552473_at,2.67400253622981,2.74916438575528,2.99812898676636,2.66424694507163,3.02680699194088,2.80474515381326,3.38426749839749,3.10260135252049
1552474_a_at,3.52950495471541,4.42371327567308,4.12310089631003,3.76854780229298,3.0519730219442,4.08258021889631,4.43318432684491,4.00995262315
1552476_s_at,5.96185237635369,6.12643162130208,5.49178250834409,6.2494963237191,6.21825217415702,7.3935015509127,7.00769363568057,6.91415079007723
1552477_a_at,4.703921424729,4.66890681875544,4.90305339341427,4.57901525761431,5.00556930802317,5.73817415986719,5.5571365893989,6.35197586475707
1552478_a_at,4.92760106118329,5.05469319449049,4.75665305331129,5.07565408557499,5.02266954763264,5.12200345476978,5.44945598374048,5.3850987315404
1552480_s_at,6.2486845069036,6.40251485619748,5.96020209816503,6.49293043273296,6.25260613505092,5.99434490029513,6.33297129607172,6.37257163510527
1552481_s_at,6.21450869459543,6.43080131329546,6.23250290776469,6.63395651081342,5.72083611252421,5.411513315193,5.72389057080776,5.29377995059795
1552482_at,4.82083038891504,5.16560689904502,4.95085190432488,5.37493176552517,4.54374701111264,4.37137632835959,4.9009745737799,4.33064372309969
1552484_at,4.90039523599335,4.86113775348591,4.75171225769343,5.00309277119119,5.29601848812773,5.02144939159922,4.7151579644306,4.26608462534087
1552485_at,5.17569953840835,4.8332326174255,5.0304623486467,4.33188533930199,3.66709406513243,4.10880050714887,3.94139463953069,4.37249998796236
1552486_s_at,2.66568441973689,3.44653326476972,2.9732802631771,2.94785897851563,5.18372784355882,3.39104772055462,3.26165423443711,2.79988632063645
1552487_a_at,5.80585358003596,6.00906997621555,5.56007417699799,6.02003047235501,4.46178541586415,4.33728586358368,4.51133499083016,4.24432665085108
1552489_s_at,4.93293559239715,4.83709910149787,5.13070762421299,4.84292831466083,5.36376975329177,4.90999525946774,5.04191306543736,5.00744368448983
1552490_at,7.35197293546248,7.21185779618802,8.34801227850504,6.96135416028131,8.31456904292034,8.95024803156291,9.15577080084297,9.53453997092423
1552491_at,7.5020596655302,7.76001269139501,8.62615387706562,6.4642729910633,8.82650078498022,8.06628747003608,8.46433327751008,8.7988666163518
1552493_s_at,2.101656103955,2.12290375968143,2.13024630126974,2.02154623688153,1.82904913902182,1.97456552827625,1.77578937660171,2.23809659156856
1552494_at,2.54477309672991,2.6937056375962,2.61898442429391,2.38809444841606,2.62848967858617,3.13425089282925,2.95696365486114,3.56506437481255
1552496_a_at,6.7535008900856,6.03610471439373,5.81773363627125,6.61256265044311,7.41601852417792,6.8948794484155,7.1107357409234,7.22638813150514
1552497_a_at,4.00596727777768,3.88999828382065,5.83399346503345,3.6124882248275,5.38977898273217,3.779070963093,3.86236903450235,3.6551016580526
1552498_at,2.91178053768497,2.82860213623974,2.98597977812563,2.99543442544588,2.97717014215071,3.08499896499811,2.9732802631771,3.11075729741484
1552499_a_at,4.23682698149073,4.65383046100006,4.2541200087917,4.02156794197751,5.67491357756542,6.00074860572647,5.48387357762063,5.62194807737478
1552501_a_at,6.36658146449803,6.50578771827424,6.16764856226305,6.36977738634356,6.55412288967952,7.19857331420046,6.84345396975277,6.6557919515493
1552502_s_at,3.81879738256393,3.79761931944844,3.81855333303164,3.79761931944844,4.0392847878133,4.00296112137072,4.11751216588977,3.78192138139372
1552503_at,4.29217007515845,4.14635047424784,4.37346489422916,4.3220823225504,4.82333022882623,4.66077893056677,4.78177883504905,4.71673583585288
1552504_a_at,2.30513781242974,2.28936945413073,2.21758506990404,2.44613795530107,2.45423453974918,2.29431929744829,2.41215300350162,2.51445448673858
1552506_at,5.02301576588538,5.08034221138751,5.32997572078177,5.52138002700998,5.68362886437662,4.98866070193239,5.64736823151069,5.48744976638103
1552507_at,1.90228143720898,1.76518481959462,1.90228143720898,1.91064978124447,1.94455132300679,1.82044191731933,2.25388347136452,1.89572687317109
1552508_at,2.25549059274674,2.52779540395712,2.48558436151102,2.29773286970177,2.84040827147731,3.01101508151887,2.80346314990924,2.22037178126937
1552509_a_at,2.23052195194928,2.21865352030281,1.95497638784668,2.34466763121235,2.54982124603204,2.31246907749386,2.33399737570138,2.39221322546668
1552510_at,2.40183584518615,3.30251393890754,2.63659072369884,2.30429996015893,2.53278759359521,3.00113950221053,2.7033357424794,4.28708765205459
1552511_a_at,3.10476182281588,6.56748949219871,4.88691888893643,3.73831864110549,4.57679086002499,4.41881964075747,3.82671138146466,3.59752395774905
1552514_at,5.0111090249406,4.90817112243403,4.41005700776268,5.11440190724692,4.29653280968104,4.93249339674456,4.43068939733372,4.2046608864515
1552515_at,3.80247236611652,3.87482767214943,3.73464023476417,3.85531483166523,4.09295979371645,4.1752927665064,4.09097486030456,3.88593114424911
1552516_a_at,4.79415976534485,4.58085790223588,4.31782092787958,4.16602770702775,5.23396134188481,5.09649872740784,4.63781651874596,4.54467701072496
1552518_s_at,2.34036561545038,2.07538639196828,2.2662896082241,1.90677773228266,2.06274024462722,2.20562467213445,2.17283772626135,2.12061065549049
1552519_at,2.3933948538488,2.52130264688797,2.36162345643086,2.18402284809533,2.57146007930748,2.48924076615071,2.46363986950861,2.68816426691192
1552520_at,2.00492590032093,2.02210805783947,2.05187349271867,1.9864396473095,2.04535389746317,1.85558324857534,2.08558107567219,3.04270221034848
1552521_a_at,4.39873313432764,4.37536126150498,4.47308733574616,4.40225939233922,4.59161028207619,4.78665047562587,4.57443147297435,4.35775737754105
1552522_at,2.03748260563403,1.99581733487213,2.06297505669085,2.15619293582038,1.91742588185843,2.09708670340055,1.96913908915033,2.02118870225721
1552523_a_at,3.91479332108402,3.98173743117596,3.81604456648467,3.99055617661349,3.77105567817944,4.32995803261673,4.03306640636907,3.97330100751779
1552524_at,3.01474070651968,3.19886493978802,3.14873399654897,3.32491430987031,2.82767817230207,2.70284796383171,3.21201501915131,3.08803716450491
1552526_at,3.18132412654637,3.37131546355968,3.54650958620373,3.34148932894739,3.57870182448007,3.19212065096377,3.44328973800413,4.75446948188334
1552528_at,1.7068432582888,1.92198551682435,1.82357869573135,2.19144928449911,2.07810729527902,1.89932293426213,2.41215300350162,1.95806095485341
1552531_a_at,2.29771747409595,2.01263481820429,1.91524940342707,2.12565727689538,2.41849356720826,2.08278521972356,2.08356615948184,2.50735098041798
1552532_a_at,2.85045736516351,4.62414192326211,3.06241720845233,2.84130594118261,2.50149145145889,2.46998816305458,2.28247501434824,2.74711540511008
1552535_at,5.04016965339515,5.43868807372557,5.07987795802651,5.39141904689456,5.43549231991707,5.56491375017386,6.11627878738656,5.50048486197257
1552536_at,4.85586381925172,4.70605696286473,4.6273211656044,4.92575104167848,3.79234461506374,4.71604801508185,4.54104657903752,3.80987666013869
1552538_a_at,6.35238582560468,6.76418068106166,6.27967032619933,6.66137672696875,4.72664225374517,5.89321209365184,5.32077519996496,4.71068197292079
1552540_s_at,2.30128228058342,2.21273786251218,2.16906205136201,2.25379131209682,2.04335405486426,2.06839826319452,2.08505658642742,2.279624520025
1552541_at,5.3004927727865,5.56798310669322,5.14166730978567,5.56905249716367,6.89558455674482,6.2520760307542,6.38106124791923,5.93190556592398
1552542_s_at,4.1999814764566,3.88382856102527,4.60255479256183,3.93334355562156,4.7638565537326,4.84810353245474,5.29129365378805,4.76818349484053
1552543_a_at,2.9091868765977,2.67886119300527,2.67207189039227,2.76646833039479,2.74313428894192,2.45796141079398,2.41776744521074,3.00641736404209
1552544_at,2.0338221117546,2.40382014173977,2.09925363367611,2.05706291729792,2.47917548011474,2.32745334006409,2.55452162765945,2.25436134038111
1552546_a_at,5.32514277826864,5.44364707863151,5.08458657004182,4.96910753189199,5.78645111731962,6.30477641649749,5.94658562603157,6.05149958601607
1552548_at,4.85184494079223,5.94093519024716,5.16715415853459,4.85509605983897,5.14456480619472,4.75330549886052,4.12822818612058,3.68972980304863
1552549_a_at,5.79355792989737,7.18793351239792,6.6106115641887,5.37261112033032,5.80026840601154,5.28990678745209,5.22128480218832,4.54505949800051
1552552_s_at,2.24739076318489,1.94834561273953,2.03397564122706,2.05421286367189,2.2934997562777,1.89320654367738,1.94242795528337,2.10223075889918
1552553_a_at,6.58502145386369,6.5974298347521,6.53543124385931,6.58786995717286,6.4028188161261,6.66155191412238,6.54746983049347,6.50453781400402
1552554_a_at,1.9011750263713,1.9925303728267,2.07259896682112,2.06074709840373,1.84872193493356,1.88646135408062,1.79385728490413,1.86509339583237
1552555_at,2.60328113667141,2.53658306724471,2.48026859376356,2.59576501233553,2.16926156687478,1.94424195079252,2.16926156687478,2.32098002347813
1552557_a_at,1.83676030789016,1.93319479255611,1.83046552083701,1.71848967227462,2.04535389746317,1.99596762265161,1.76398984673854,1.94700686293622
1552558_a_at,2.41666456999947,2.39971940049937,2.88080925391468,2.50658515965825,2.65128925221849,2.61627086230534,2.63833883792533,2.60594542975768
1552559_a_at,3.55061014704907,4.14592275960114,3.87431317403027,4.25197635734034,4.05501553930396,4.2243303440157,4.63815030962875,6.31752190063817
1552562_at,4.83957176310011,4.91011539490222,4.96336092054644,5.0192352517822,5.73580640951715,5.3907039499631,5.6165083670071,5.0111697553011
1552563_a_at,2.83935451274109,3.07835691290351,3.13478086439988,3.04475378789034,3.10434721794085,3.08220569185085,3.20191551625187,3.19462614163346
1552564_at,5.76534127215773,5.76239831487592,5.69209769964863,5.81370080981351,5.45663170916696,5.29295736283634,5.17454221999642,5.43299310220547
